personID INT primary key IDENTITY(1,1),firstname VARCHAR(256),lastname VARCHAR(256),numFlight INT,totalFlightTime INT
283,Leonid ,Kizim,3,374
284,Leonid ,Popov,3,200
285,Leroy ,Chiao,4,229
286,Lev ,Dyomin,1,2
287,Linda ,Godwin,4,38
288,Lisa ,Nowak,1,12
289,Liu ,Boming,1,2
290,Liu ,Wang,1,12
291,Liu ,Yang,1,12
292,Lloyd ,Hammond,2,19
293,Lodewijk ,van den Berg,1,7
294,Loren ,Acton,1,7
295,Loren ,Shriver,3,16
296,Luca ,Parmitano,2,366
297,L̩opold ,Eyharts EAC,2,68
298,Mae ,Jemison M.D.,1,7
299,Maksim ,Surayev,2,334
300,Mamoru ,Mohri,2,19
301,Marc ,Garneau,3,29
302,Marcos ,Pontes,1,9
303,Mario ,Runco Jr.,3,22
304,Mark ,Brown,2,10
305,Mark ,C. Lee,4,32
306,Mark ,Kelly,4,54
307,Mark ,Polansky,3,41
308,Mark ,Shuttleworth,1,9
309,Mark ,Vande Hei,1,167
310,Marsha ,Ivins,5,55
311,Martin ,J. Fettman,1,14
312,Mary ,Ellen Weber,2,18
313,Mary ,L. Cleave,2,10
314,Maurizio ,Cheli,1,15
315,Michael ,Baker,4,40
316,Michael ,Coats,3,19
317,Michael ,Collins,2,11
318,Michael ,Fincke,3,381
319,Michael ,Foale,6,374
320,Michael ,Foreman,2,26
321,Michael ,Fossum,3,193
322,Michael ,Gernhardt,4,43
323,Michael ,J. Bloomfield,3,33
324,Michael ,J. McCulley,1,4
325,Michael ,J. Smith,1,0
326,Michael ,Lopez-Alegria,4,258
327,Michael ,Massimino,2,23
328,Michael ,Melvill,2,0
329,Michael ,P. Anderson,2,24
330,Michael ,R. Barratt M.D.,2,211
331,Michael ,R. Clifford,3,27
332,Michael ,S. Hopkins,1,166
333,Michael ,T. Good,2,24
334,Michel ,Tognini EAC,2,18
335,Mikhail ,Korniyenko,2,516
336,Mikhail ,Tyurin,3,532
337,Millie ,Hughes-Fulford,1,9
338,Miroslaw ,Hermaszewski,1,7
339,Muhammed ,Faris,1,7
340,Musa ,Manarov,2,541
341,Nancy ,J. Currie,4,41
342,Nancy ,Jan Davis,3,28
343,Naoko ,Yamazaki,1,15
344,Neil ,Armstrong,2,8
345,Nicholas ,Patrick,2,26
346,Nick ,Hague,1,202
347,Nicole ,Marie Passonno Stott,2,26
348,Nikolai ,Budarin,3,445
349,Nikolay ,Rukavishnikov,3,9
350,Ni ,H_ishhng,2,19
351,Norishige ,Kanai,1,168
352,Norman ,Thagard M.D.,5,140
353,Oleg ,Artemyev,2,364
354,Oleg ,Atkov,1,236
355,Oleg ,Kononenko,4,736
356,Oleg ,Kotov,3,526
357,Oleg ,Makarov,4,20
358,Oleg ,Novitskiy,2,340
359,Oleg ,Skripochka,3,536
360,Owen ,Garriott,2,69
361,Pamela ,Melroy,3,38
362,Paolo ,A. Nespoli,3,313
363,Patrick ,Baudry,1,7
364,Patrick ,Forrester,3,39
365,Paul ,Lockhart,2,28
366,Paul ,Scully-Power,1,8
367,Paul ,W. Richards,1,12
368,Paul ,Weitz,2,33
369,Pavel ,Belyayev,1,1
370,Pavel ,Popovich,2,18
371,Pavel ,Vinogradov,3,546
372,Pedro ,Duque,2,18
373,Peggy ,Whitson,3,665
374,Peter ,Wisoff,4,44
375,Petr ,Klimuk,3,78
376,Philippe ,Perrin EAC,1,13
377,Ph m ,Tu̢n,1,7
378,Pierre ,Thuot,3,27
379,Piers ,Sellers,3,35
380,Rakesh ,Sharma,1,7
381,Randolph ,Bresnik,2,149
382,Reinhard ,Furrer,1,7
383,Reinhold ,Ewald,1,19
384,Rex ,Walheim,3,36
385,Rhea ,Seddon M.D.,3,30
386,Richard ,Garriott,1,11
387,Richard ,Gordon,2,13
388,Richard ,Hieb,3,32
389,Richard ,Linnehan,4,59
390,Richard ,Mastracchio,4,226
391,Richard ,Mullane,3,14
392,Richard ,N. Richards,4,33
393,Richard ,O. Covey,4,26
394,Richard ,R. Arnold,2,208
395,Richard ,Searfoss,3,39
396,Richard ,Truly,2,8
397,Rick ,Husband,2,25
398,Robert ,Crippen,4,23
399,Robert ,Curbeam,3,37
400,Robert ,D. Cabana,4,37
401,Robert ,J. Cenker,1,6
402,Robert ,L. Behnken,3,93
403,Robert ,L. Gibson,5,36
404,Robert ,Overmyer,2,12
405,Robert ,Parker,2,19
406,Robert ,S. Kimbrough,2,188
407,Robert ,Satcher M.D.,1,10
408,Robert ,Springer,2,9
409,Robert ,Stewart,2,12
410,Robert ,Thirsk M.D.,2,204
411,Roberta ,Bondar M.D.,1,8
412,Roberto ,Vittori,3,35
413,Rodolfo ,Neri Vela,1,6
414,Roger ,K. Crouch,2,19
415,Roman ,Romanenko,2,333
416,Ronald ,A. Parise,2,25
417,Ronald ,Evans,1,12
418,Ronald ,Garan,2,177
419,Ronald ,Grabe,4,26
420,Ronald ,McNair,1,7
421,Ronald ,Sega,2,17
422,Roy ,Bridges,1,7
423,Rusty ,Schweickart,1,10
424,S. ,Christa McAuliffe,1,0
425,Salizhan ,Sharipov,2,201
426,Sally ,Ride,2,14
427,Samantha ,Cristoforetti,1,199
428,Samuel ,T. Durrance,2,25
429,Sandra ,Magnus,3,257
430,Satoshi ,Furukawa,1,267
431,Scott ,Altman,4,50
432,Scott ,Carpenter,1,0
433,Scott ,D. Tingle,1,268
434,Scott ,Horowitz,4,47
435,Scott ,Kelly,4,521
436,Scott ,Parazynski M.D.,5,58
437,Serena ,Chancellor,1,196
438,Sergei ,Avdeyev,2,367
439,Sergei ,Krikalev,6,803
440,Sergei ,Revin,1,124
441,Sergei ,Ryazanski,2,304
442,Sergei ,Treshchov,1,184
443,Sergei ,Zalyotin,2,83
444,Sergey ,Nikolayevich Ryzhikov,1,173
445,Sergey ,Prokopyev,1,196
446,Sergey ,Volkov,3,547
447,Shannon ,Lucid,5,223
448,Shannon ,Walker,1,163
449,Sheikh ,Muszaphar Shukor M.D.,1,10
450,Sherwood ,Spring,1,6
451,Sidney ,Gutierrez,2,20
452,Sigmund ,J�_hn,1,7
453,Soichi ,Noguchi,2,177
454,Sonny ,Carter M.D.,1,5
455,Stanley ,G. Love,1,12
456,Stephanie ,Wilson,3,42
457,Stephen ,Frick,2,23
458,Stephen ,G. Bowen,3,40
459,Stephen ,Oswald,3,33
460,Stephen ,Robinson,4,48
461,Steven ,Hawley,5,32
462,Steven ,Lindsey,5,62
463,Steven ,MacLean,2,21
464,Steven ,R. Nagel,4,30
465,Steven ,Smith,4,41
466,Steven ,Swanson,3,195
467,Story ,Musgrave M.D.,6,53
468,Stuart ,Roosa,1,9
469,Sultan ,bin Salman bin Abdulaziz Al Saud,1,7
470,Sunita ,"""Suni"" Williams",2,321
471,Susan ,Helms,5,210
472,Susan ,Still Kilrain,2,19
473,Svetlana ,Savitskaya,2,19
474,Takao ,Doi,2,31
475,Takuya ,Onishi,1,115
476,Talgat ,Musabayev,3,341
477,Tamara ,E. Jernigan,5,62
478,Taylor ,Wang,1,7
479,Terence ,Henricks,4,42
480,Terrence ,Wilcutt,4,41
481,Terry ,Hart,1,6
482,Terry ,Virts,2,213
483,Thomas ,Akers,4,34
484,Thomas ,D. Jones,4,53
485,Thomas ,Hennen,1,6
486,Thomas ,"Kenneth ""Ken"" Mattingly II",3,21
487,Thomas ,Marshburn M.D.,2,161
488,Thomas ,Patten Stafford,4,21
489,Thomas ,Pesquet,1,196
490,Thomas ,Reiter,2,350
491,Timothy ,Creamer,1,163
492,Timothy ,L. Kopra,2,244
493,Timothy ,Peake,1,185
494,Toktar ,Aubakirov,1,7
495,Tracy ,Caldwell Dyson,2,188
496,Ulf ,Merbold,3,49
497,Ulrich ,Walter,1,9
498,Umberto ,Guidoni,2,27
499,Valentin ,Lebedev,2,219
500,Valentina ,Tereshkova,1,2
501,Valeri ,Kubasov,3,18
502,Valeri ,Polyakov M.D.,2,678
503,Valery ,Bykovsky,3,20
504,Valery ,Korzun,2,381
505,Valery ,Rozhdestvensky,1,2
506,Valery ,Ryumin,4,371
507,Valery ,Tokarev,2,199
508,Vance ,Brand,4,31
509,Vasili ,Lazarev,2,1
510,Vasili ,Tsibliyev,2,381
511,Viktor ,Gorbatko,3,30
512,Viktor ,M. Afanasyev,4,555
513,Viktor ,Patsayev,1,23
514,Viktor ,Savinykh,2,242
515,Virgil ,"I. ""Gus"" Grissom",2,0
516,Vitali ,Sevastyanov,2,80
517,Vitaliy ,Zholobov,1,49
518,Vladimir ,Aksyonov,2,11
519,Vladimir ,Dzhanibekov,5,145
520,Vladimir ,Komarov,2,2
521,Vladimir ,Kovalyonok,3,216
522,Vladimir ,Lyakhov,3,333
523,Vladimir ,N. Dezhurov,1,115
524,Vladimir ,Shatalov,3,9
525,Vladimir ,Solovyov,2,361
526,Vladimir ,Titov,4,388
527,Vladimir ,Vasyutin,1,64
528,Vladimir ,Remek,1,7
529,Vladislav ,Volkov,2,28
530,Vyacheslav ,Zudov,1,2
531,Walter ,Cunningham,1,10
532,Walter ,Schirra,3,12
533,Wang ,Yaping,1,14
534,Wendy ,Lawrence,4,52
535,William ,Anders,1,6
536,William ,B. Lenoir,1,5
537,William ,C. McCool,1,15
538,William ,E. Thornton M.D.,2,13
539,William ,Frederick Fisher M.D.,1,7
540,William ,Gregory,1,16
541,William ,Oefelein,1,12
542,William ,Pailes,1,4
543,William ,Pogue,1,84
544,William ,Readdy,3,28
545,William ,S. McArthur,4,224
546,William ,Shepherd,4,159
547,Winston ,Scott,2,24
548,Wubbo ,Ockels,1,7
549,Yang ,Liwei,1,0
550,Yelena ,Kondakova,2,178
551,Yelena ,Serova,1,167
552,Yevgeny ,Khrunov,1,1
553,Yi ,So-yeon,1,10
554,Yuri ,Artyukhin,1,15
555,Yuri ,Baturin,2,19
556,Yuri ,Gagarin,1,0
557,Yuri ,Gidzenko,3,329
558,Yuri ,Glazkov,1,17
559,Yuri ,Lonchakov,3,200
560,Yuri ,Malenchenko,6,826
561,Yuri ,Malyshev,2,11
562,Yuri ,Onufrienko,2,389
563,Yuri ,Romanenko,3,430
564,Yuri ,Shargin,1,9
565,Yury ,Usachov,4,552
566,Zhai ,Zhigang,1,2
567,Zhang ,Xiaoguang,1,14
