spacecraftUsedID INTEGER,projectID INTEGER ,launcherName VARCHAR(256),spacecraftName VARCHAR(256)
1012,1012,Atlas IIAS ,AMC-10
1013,1013,Zenit-3 SL ,Telstar 14
1014,1014,Long March 2C ,Double Star 1
1015,1015,Delta II 7925 ,GPS IIR-10
1016,1016,Atlas IIIB ,UHF F/O F11
1017,1017,Strela ,Gruzomaket
1018,1018,Atlas IIAS ,NROL-18 (Intruder 6A &6B)
1019,1019,H-IIA 2024 ,IGS-Optical (2)
1020,1020,Long March 3A ,Chinasat-20
1021,1021,Long March 2D ,FSW-3 No.1
1022,1022,Rokot/Briz KM ,SERVIS-1
1023,1023,Long March 4B ,CBERS-2 
1024,1024,Titan II(23)G ,USA-172
1025,1025,PSLV-G ,RESOURCESAT-1 (IRS-P6)
1026,1026,Long March 2F ,Shenzhou 5
1027,1027,Zenit-3 SL ,Galaxy-13
1028,1028,Ariane 5 G ,Insat 3E
1029,1029,Cosmos-3M (11K65M) ,STSAT 1 
1030,1030,Kaituozhe 1 ,PS 2
1031,1031,Titan IV(401)B ,NROL-19 (Mentor)
1032,1032,Delta IV Medium ,DSCS-3 B6
1033,1033,VLS-1 ,SATEC
1034,1034,Delta II 7920H ,Spitzer Space Telescope
1035,1035,Cosmos-3M (11K65M) ,Cosmos 2400 and 2401
1036,1036,Pegasus XL ,SCISAT-1
1037,1037,Zenit-3 SL ,EchoStar 9
1038,1038,Atlas V 521 ,Rainbow 1
1039,1039,Delta II 7925H ,Opportunity
1040,1040,Rokot/Briz KM ,Monitor-E GVM 
1041,1041,Pegasus XL ,OrbView-3
1042,1042,Molniya-M /Block ML ,Molniya-3 nâ€ Â­173
1043,1043,Ariane 5 G ,Optus C1 
1044,1044,Delta II 7925 ,Spirit
1045,1045,Zenit-3 SL ,Thuraya-2
1046,1046,Cosmos-3M (11K65M) ,Cosmos 2398
1047,1047,Soyuz FG/Fregat ,Mars Express
1048,1048,Long March 3A ,Beidou-1C
1049,1049,Atlas V 401 ,HellasSat-2
1050,1050,Mu-V / M-25 ,Hayabusa
1051,1051,GSLV Mk I ,GSAT-2
1052,1052,Pegasus XL ,GALEX
1053,1053,Atlas IIIB ,AsiaSat 4
1054,1054,Ariane 5 G ,INSAT-3A 
1055,1055,Titan IV(401)B ,Milstar DFS-6
1056,1056,Molniya-M /Block ML ,Molniya-1T nâ€ Â­172
1057,1057,Delta II 7925 ,GPS IIR-9
1058,1058,H-IIA 2024 ,IGS-Optical 1
1059,1059,Delta IV Medium ,DSCS-3 A3
1060,1060,Ariane 44L ,Intelsat 907
1061,1061,Delta II 7925 ,GPS IIR-8
1062,1062,Pegasus XL ,SORCE
1063,1063,Space Shuttle Columbia ,STS-107
1064,1064,Delta II 7320-10C ,ICESat / CHIPSat
1065,1065,Titan II(23)G ,Coriolis
1066,1066,Long March 2F ,Shenzhou 4
1067,1067,Molniya-M /Block 2BL ,Cosmos 2393
1068,1068,Dnepr ,Rubin 2 
1069,1069,Ariane 44L ,NSS-6
1070,1070,H-IIA 202 ,Midori 2
1071,1071,Ariane 5 ECA ,Hot Bird 7
1072,1072,Atlas IIA ,TDRS-J
1073,1073,Cosmos-3M (11K65M) ,AlSat 1
1074,1074,Space Shuttle Endeavour ,STS-113
1075,1075,Delta IV Medium+ (42) ,Eutelsat W5
1076,1076,Long March 4B ,Ziyuan ll-02
1077,1077,Space Shuttle Atlantis ,STS-112
1078,1078,Cosmos-3M (11K65M) ,Nadiezhda-M nâ€ Â­1
1079,1079,Atlas IIAS ,Hispasat 1D
1080,1080,Kaituozhe 1 ,PS 1
1081,1081,PSLV-G ,C4 - MetSat-1 (Kalpana-1)
1082,1082,H-IIA 2024 ,USERS 
1083,1083,Ariane 44L ,Intelsat 906
1084,1084,Ariane 5 G ,Atlantic Bird 1
1085,1085,Atlas V 401 ,Hot Bird 6
1086,1086,Cosmos-3M (11K65M) ,Cosmos 2390 and 2391
1087,1087,Ariane 42P ,SPOT-5
1088,1088,Delta II 7425 ,CONTOUR
1089,1089,Ariane 5 G ,Stellat-5 
1090,1090,Titan II(23)G ,NOAA-17
1091,1091,Rokot/Briz KM ,Iridium SV97 and SV98
1092,1092,Zenit-3 SL ,Galaxy IIIC
1093,1093,Space Shuttle Endeavour ,STS-111
1094,1094,Ariane 44L ,Intelsat 905
1095,1095,Shavit-1 ,Ofek-5
1096,1096,Cosmos-3M (11K65M) ,Cosmos 2389
1097,1097,Long March 4B ,Fengyun-1D 
1098,1098,Delta II 7920-10C ,Aqua
1099,1099,Ariane 44L ,NSS-7
1100,1100,Space Shuttle Atlantis ,STS-110
1101,1101,Molniya-M /Block 2BL ,Cosmos 2388
1102,1102,Ariane 44L ,Astra 3A
1103,1103,Long March 2F ,Shenzhou 3
1104,1104,Rokot/Briz KM ,GRACE 1 
1105,1105,Atlas IIA ,TDRS-I
1106,1106,Space Shuttle Columbia ,STS-109
1107,1107,Ariane 5 G ,Envisat
1108,1108,Ariane 44L ,Intelsat 904
1109,1109,Atlas IIIB ,EchoStar VII
1110,1110,Delta II 7920-10C ,Iridium IS-1
1111,1111,Pegasus XL ,RHESSI
1112,1112,H-IIA 2024 ,VEP 3
1113,1113,Ariane 42L ,Insat 3C
1114,1114,Titan IV(401)B ,Milstar DFS-5
1115,1115,Tsyklon-3 ,Cosmos 2384 to 2386 
1116,1116,Tsyklon-2 ,Cosmos 2383
1117,1117,Zenit-2 ,Meteor 3M nâ€ Â­1 
1118,1118,Delta II 7920-10C ,Jason-1 / TIMED
1119,1119,Space Shuttle Endeavour ,STS-108
1120,1120,Ariane 44LP ,DirecTV-4S
1121,1121,Molniya-M /Block ML ,Molniya-3 nâ€ Â­171
1122,1122,PSLV-G ,TES
1123,1123,Delta II 7320-10C ,QuickBird
1124,1124,Atlas IIAS ,NROL-12
1125,1125,Titan IV(404)B ,NROL-14 (KH-11 Kennen)
1126,1126,Athena I ,Starshine 3 
1127,1127,Ariane 44P ,Atlantic Bird 2
1128,1128,Minotaur C (Taurus) ,Orbview-4/QuikTOMS
1129,1129,Atlas IIAS ,NROL-13 (Intruder FA &5B)
1130,1130,Ariane 44L ,Intelsat 902
1131,1131,H-IIA 202 ,VEP 2 
1132,1132,Space Shuttle Discovery ,STS-105
1133,1133,Delta II 7326 ,Genesis Probe
1134,1134,Titan IV(402)B ,DSP
1135,1135,Atlas IIA ,GOES-M
1136,1136,Molniya-M /Block ML ,Molniya-3K nâ€ Â­170
1137,1137,Ariane 5 G ,Artemis 
1138,1138,Space Shuttle Atlantis ,STS-104
1139,1139,Delta II 7425-10C ,WMAP
1140,1140,Atlas IIAS ,ICO F2
1141,1141,Ariane 44L ,Intelsat 901
1142,1142,Cosmos-3M (11K65M) ,Cosmos 2378
1143,1143,Delta II 7925 ,NROL-17 (GeoLITE)
1144,1144,Zenit-3 SL ,XM-1
1145,1145,Space Shuttle Endeavour ,STS-100
1146,1146,GSLV Mk I ,GSAT-1
1147,1147,Delta II 7925 ,Mars Odyssey
1148,1148,Zenit-3 SL ,XM-2
1149,1149,Ariane 5 G ,Eurobird-1 
1150,1150,Space Shuttle Discovery ,STS-102
1151,1151,Titan IV(401)B ,Milstar DFS-4
1152,1152,Start-1 ,Odin
1153,1153,Space Shuttle Atlantis ,STS-98
1154,1154,Ariane 44L ,Sicral-1
1155,1155,Delta II 7925 ,GPS IIR-7
1156,1156,Ariane 44P ,Turksat 2A
1157,1157,Long March 2F ,Shenzhou 2
1158,1158,Tsyklon-3 ,Cosmos 2377 to 2379 
1159,1159,Long March 3A ,Beidou-1B
1160,1160,Ariane 5 G ,Astra 2D
1161,1161,Atlas IIAS ,NROL-10
1162,1162,Start-1 ,EROS A
1163,1163,Space Shuttle Endeavour ,STS-97
1164,1164,Ariane 44L ,Anik F1
1165,1165,Delta II 7320-10C ,EO-1 / SAC-C
1166,1166,Cosmos-3M (11K65M) ,QuickBird-1
1167,1167,Ariane 5 G ,PanAmSat-1R
1168,1168,Delta II 7925 ,GPS IIR-6
1169,1169,Long March 3A ,Beidou-1A
1170,1170,Ariane 44LP ,EuropeStar F1
1171,1171,Zenit-3 SL ,Thuraya 1
1172,1172,Atlas IIA ,DSCS III-B11
1173,1173,Space Shuttle Discovery ,STS-92
1174,1174,Pegasus ,HETE 2
1175,1175,Ariane 42L ,N-SAT 110
1176,1176,Dnepr ,Megsat 1 
1177,1177,Zenit-2 ,Cosmos 2372
1178,1178,Titan II(23)G ,NOAA-16
1179,1179,Ariane 5 G ,Astra 2B 
1180,1180,Space Shuttle Atlantis ,STS-106
1181,1181,Ariane 44P ,Eutelsat W1
1182,1182,Delta III 8930 ,DM F3
1183,1183,Titan IV(403)B ,NROL-11 (Onyx)
1184,1184,Ariane 44LP ,Brasilsat B4
1185,1185,Zenit-3 SL ,PAS 9
1186,1186,Minotaur I ,MightySat 2.1
1187,1187,Delta II 7925 ,GPS IIR-5
1188,1188,Cosmos-3M (11K65M) ,CHAMP
1189,1189,Atlas IIAS ,Echostar 6
1190,1190,Atlas IIA ,TDRS-H
1191,1191,Cosmos-3M (11K65M) ,Nadiezhda nâ€ Â­9
1192,1192,Long March 3 ,Fengyun-2B
1193,1193,Pegasus XL ,TSX-5
1194,1194,Atlas IIIA ,Eutelsat W4
1195,1195,Space Shuttle Atlantis ,STS-101
1196,1196,Rokot/Briz KM ,SimSat 1 
1197,1197,Delta II 7925 ,GPS IIR-4
1198,1198,Titan IV(402)B ,DSP
1199,1199,Atlas IIA ,GOES-L
1200,1200,Ariane 42L ,Galaxy 4R
1201,1201,Delta II 7326 ,IMAGE
1202,1202,Ariane 5 G ,INSAT-3B 
1203,1203,Zenit-3 SL ,ICO F-1
1204,1204,Minotaur C (Taurus) ,Multispectral Thermal Imager (MTI)
1205,1205,Zenit-2 ,Cosmos 2369
1206,1206,Ariane 44LP ,Superbird 4
1207,1207,Space Shuttle Endeavour ,STS-99
1208,1208,Mu-V / M-24 ,Astro E
1209,1209,Delta II 7920-10C ,Globalstar 7
1210,1210,Atlas IIAS ,Hispasat 1C
1211,1211,Minotaur I ,JAWSat
1212,1212,Long March 3A ,ChinaSat-22
1213,1213,Ariane 42L ,Galaxy 10R
1214,1214,Atlas IIA ,DSCS IIIB-8
1215,1215,Minotaur C (Taurus) ,KOMPSAT 
1216,1216,Molniya-M /Block 2BL ,Cosmos 2368
1217,1217,Tsyklon-2 ,Cosmos 2367
1218,1218,Ariane 44L ,Galaxy-11
1219,1219,Space Shuttle Discovery ,STS-103
1220,1220,Atlas IIAS ,Terra
1221,1221,Titan II(23)G ,USA-147
1222,1222,VLS-1 ,SACI-2
1223,1223,Ariane 5 G ,XMM-Newton
1224,1224,Pegasus XL/HAPS ,Orbcomm D1-D8
1225,1225,Ariane 40 ,Helios 1B 
1226,1226,Atlas IIA ,UHF F10
1227,1227,Long March 2F ,Shenzhou 1
1228,1228,H-IIS ,Himawari 6
1229,1229,Ariane 44LP ,GE-4
1230,1230,Ariane 44LP ,Orion 2
1231,1231,Long March 4B ,CBERS-1 
1232,1232,Zenit-3 SL ,DirecTV 1R
1233,1233,Ariane 44LP ,Telstar 7
1234,1234,Athena II ,Ikonos 1
1235,1235,Atlas IIAS ,Echostar 5
1236,1236,Ariane 42P ,Koreasat-3
1237,1237,Cosmos-3M (11K65M) ,Cosmos 2366
1238,1238,Delta II 7420-10C ,Globalstar 6
1239,1239,Ariane 42P ,Telkom-1
1240,1240,Delta II 7925 ,USA-145 (GPS IIR-3)
1241,1241,Delta II 7420-10C ,Globalstar 5
1242,1242,Space Shuttle Columbia ,STS-93
1243,1243,Zenit-2 ,Okean-O nâ€ Â­1
1244,1244,Delta II 7420-10C ,Globalstar 4
1245,1245,Molniya-M /Block ML ,Molniya-3 nâ€ Â­169
1246,1246,Delta II 7320-10C ,FUSE
1247,1247,Titan II(23)G ,QuikSCAT
1248,1248,Long March 2C ,Iridium 92 
1249,1249,Delta II 7420-10C ,Globalstar 3
1250,1250,PSLV-G ,IRS-P4
1251,1251,Space Shuttle Discovery ,STS-96
1252,1252,Titan IV(404)B ,NROL-9 (Misty)
1253,1253,Pegasus XL/HAPS ,TERRIERS 
1254,1254,Long March 4B ,Fengyun 1C 
1255,1255,Delta III 8930 ,Orion 3
1256,1256,Titan IV(401)B ,Milstar DFS-3m
1257,1257,Cosmos-3M (11K65M) ,ABRIXAS 
1258,1258,Athena II ,Ikonos
1259,1259,Dnepr ,UoSat 12
1260,1260,Delta II 7920-10 ,Landsat 7
1261,1261,Atlas IIAS ,Eutelsat W3
1262,1262,Titan IV(402)B ,DSP
1263,1263,Ariane 42P ,Insat-2E
1264,1264,Zenit-3 SL ,DemoSat
1265,1265,Pegasus XL ,WIRE
1266,1266,Ariane 44L ,Arabsat-3A
